"","Stunting.None.Accuracy","Stunting.None.F1","Stunting.MVLoR.Accuracy","Stunting.MVLoR.F1","Stunting.UVLoR.Accuracy","Stunting.UVLoR.F1","Stunting.IG.Accuracy","Stunting.IG.F1","Stunting.MRMR.Accuracy","Stunting.MRMR.F1","Stunting.JMI.Accuracy","Stunting.JMI.F1","Stunting.ChiSq.Accuracy","Stunting.ChiSq.F1","Thinness.None.Accuracy","Thinness.None.F1","Thinness.MVLoR.Accuracy","Thinness.MVLoR.F1","Thinness.UVLoR.Accuracy","Thinness.UVLoR.F1","Thinness.IG.Accuracy","Thinness.IG.F1","Thinness.MRMR.Accuracy","Thinness.MRMR.F1","Thinness.JMI.Accuracy","Thinness.JMI.F1","Thinness.ChiSq.Accuracy","Thinness.ChiSq.F1","Wasting.None.Accuracy","Wasting.None.F1","Wasting.MVLoR.Accuracy","Wasting.MVLoR.F1","Wasting.UVLoR.Accuracy","Wasting.UVLoR.F1","Wasting.IG.Accuracy","Wasting.IG.F1","Wasting.MRMR.Accuracy","Wasting.MRMR.F1","Wasting.JMI.Accuracy","Wasting.JMI.F1","Wasting.ChiSq.Accuracy","Wasting.ChiSq.F1"
"1",0.827823749415614,0.897717595643002,0.768384759233287,0.867117585216544,0.766770687237026,0.866934814773277,0,0,0.770538803179056,0.867804689663974,0.78065451145395,0.873278972000292,0,0,0.937696353436186,0.953408113794792,0.933603319308088,0.951349666075369,0.931780037400655,0.950329804385545,0.933603319308088,0.951349666075369,0,0,0.933603319308088,0.951349666075369,0.933064516129033,0.950990058035661,0.926095791001452,0.950789039507424,0.887870101596517,0.931283281510072,0.887870101596517,0.931283281510072,0.887870101596517,0.931283281510072,0.887870101596517,0.931283281510072,0.886915820029028,0.930725246983215,0.887870101596517,0.931283281510072
