"","Stunting.None.Accuracy","Stunting.None.F1","Stunting.MVLoR.Accuracy","Stunting.MVLoR.F1","Stunting.UVLoR.Accuracy","Stunting.UVLoR.F1","Stunting.IG.Accuracy","Stunting.IG.F1","Stunting.MRMR.Accuracy","Stunting.MRMR.F1","Stunting.JMI.Accuracy","Stunting.JMI.F1","Stunting.ChiSq.Accuracy","Stunting.ChiSq.F1","Thinness.None.Accuracy","Thinness.None.F1","Thinness.MVLoR.Accuracy","Thinness.MVLoR.F1","Thinness.UVLoR.Accuracy","Thinness.UVLoR.F1","Thinness.IG.Accuracy","Thinness.IG.F1","Thinness.MRMR.Accuracy","Thinness.MRMR.F1","Thinness.JMI.Accuracy","Thinness.JMI.F1","Thinness.ChiSq.Accuracy","Thinness.ChiSq.F1","Wasting.None.Accuracy","Wasting.None.F1","Wasting.MVLoR.Accuracy","Wasting.MVLoR.F1","Wasting.UVLoR.Accuracy","Wasting.UVLoR.F1","Wasting.IG.Accuracy","Wasting.IG.F1","Wasting.MRMR.Accuracy","Wasting.MRMR.F1","Wasting.JMI.Accuracy","Wasting.JMI.F1","Wasting.ChiSq.Accuracy","Wasting.ChiSq.F1"
"1",0.767418186068256,0.867755669442503,0.767418186068256,0.867755669442503,0.767418186068256,0.867755669442503,0,0,0.767418186068256,0.867755669442503,0.767418186068256,0.867755669442503,0,0,0.86148667601683,0.911191986064291,0.933603319308088,0.951349666075369,0.933603319308088,0.951349666075369,0.933603319308088,0.951349666075369,0,0,0.933603319308088,0.951349666075369,0.933603319308088,0.951349666075369,0.821103047895501,0.888918420810461,0.887870101596517,0.931283281510072,0.887870101596517,0.931283281510072,0.887870101596517,0.931283281510072,0.887870101596517,0.931283281510072,0.887870101596517,0.931283281510072,0.887870101596517,0.931283281510072
